Loaded plugins: fastestmirror, langpacks, presto, refresh-packagekit
Loading mirror speeds from cached hostfile
 * fedora: mirror.fdcservers.net
 * rpmfusion-free: mirror.us.leaseweb.net
 * rpmfusion-free-updates: mirror.us.leaseweb.net
 * rpmfusion-nonfree: mirror.us.leaseweb.net
 * rpmfusion-nonfree-updates: mirror.us.leaseweb.net
 * updates: www.gtlib.gatech.edu
Installed Packages
gtk-vnc2.i686                              0.4.3-1.fc15                 @koji-override-0/$releasever
gtk2.i686                                  2.24.8-3.fc16                @updates
gtk2-engines.i686                          2.20.2-2.fc15                @koji-override-0/$releasever
gtk2-immodule-xim.i686                     2.24.8-3.fc16                @updates
gtk3.i686                                  3.2.4-1.fc16                 @updates
gtk3-immodule-xim.i686                     3.2.4-1.fc16                 @updates
gtkhtml3.i686                              4.2.3-1.fc16                 @updates
gtkmm30.i686                               3.2.0-1.fc16                 @koji-override-0/$releasever
gtksourceview3.i686                        3.2.3-1.fc16                 @updates
gucharmap.i686                             3.2.1-2.fc16                 @koji-override-0/$releasever
guile.i686                                 5:1.8.8-3.fc16               @koji-override-0/$releasever
gupnp.i686                                 0.18.1-1.fc16                @updates
gupnp-av.i686                              0.9.1-1.fc16                 @koji-override-0/$releasever
gupnp-igd.i686                             0.1.7-6.fc16                 @koji-override-0/$releasever
gutenprint.i686                            5.2.7-7.fc16                 @updates
gutenprint-cups.i686                       5.2.7-7.fc16                 @updates
gvfs.i686                                  1.10.1-3.fc16                @updates
gvfs-afc.i686                              1.10.1-3.fc16                @updates
gvfs-archive.i686                          1.10.1-3.fc16                @updates
gvfs-fuse.i686                             1.10.1-3.fc16                @updates
gvfs-gphoto2.i686                          1.10.1-3.fc16                @updates
gvfs-obexftp.i686                          1.10.1-3.fc16                @updates
gvfs-smb.i686                              1.10.1-3.fc16                @updates
